,FIPS,State,County,Risk of Severe Economic Harm,% Uninsured,% Children in Poverty,Income Ratio,% Single-Parent Households,% Severe Housing Cost Burden,% Severe Housing Problems,% Enrolled in Free or Reduced Lunch,% Unemployed,High School Graduation Rate
414,13073,Georgia,Columbia,24.30047722044839,13.992122858,9.8,3.6198048236,20.295584802,8.3828801259,11.090410959000002,32.624242204,3.4809873249,90.75052854100001
415,13075,Georgia,Cook,69.63298657602913,23.065446588,36.6,5.2525226391,39.482719158,12.208384494,15.301003344000002,80.430040511,3.7788485924,89.87854251
416,13077,Georgia,Coweta,37.496137604284684,15.261221485999998,14.1,4.1033805031,27.952055973,11.45215115,12.819735113,40.168257157,3.4256173049000003,84.865470852
417,13079,Georgia,Crawford,68.19703368009064,19.290227181,27.2,5.2955061002,39.022527681999996,14.254755598,15.177610334,94.07624633399999,4.1557075224,82.608695652
418,13081,Georgia,Crisp,82.48017303532805,20.696128275,43.0,5.7467248908,54.409937888,16.854965843,21.151586369,97.190324945,4.8515799553,87.912087912
419,13083,Georgia,Dade,45.5951522642222,17.536420960999997,18.3,4.6894870493,21.697490092,11.036671368,14.285714286,56.736596737,3.6258158086,92.1875
420,13085,Georgia,Dawson,32.44841555944656,19.51067369,13.4,3.8359267944,18.837395126,9.188930154500001,14.319248825999999,43.43003413,3.3305647841000003,94.715447154
421,13087,Georgia,Decatur,78.86411233563359,21.941348195,35.7,6.2178591504,48.439661799,15.041285427,19.875478927,94.32870370399999,4.6662626612,84.090909091
422,13089,Georgia,DeKalb,69.81838157036428,19.374763382,23.4,4.85926389,44.827204961999996,16.608051606,19.798453332,68.34358047,4.0197976221,76.248821866
423,13091,Georgia,Dodge,71.28523363202528,19.739583333,33.9,5.434800243400001,41.628077016999995,10.878477305999999,12.022542267,82.32543640899999,5.1839464883,93.073593074
424,13093,Georgia,Dooly,67.54128471864593,22.00637866,38.2,4.8249585512,43.588725685,10.381679389,19.552529183,61.277602523999995,4.6150862905,82.954545455
425,13095,Georgia,Dougherty,81.85961479040066,18.236844674,43.7,5.5432535953999995,65.390300231,21.039117958,22.628360119,58.786407767,5.1249967414999995,87.08994709
426,13097,Georgia,Douglas,60.955470868953206,17.332321835,20.9,4.0872916359,35.904355805,14.167481129,16.303776165,62.671608487,4.1179698217,85.604693141
427,13099,Georgia,Early,81.8441652075394,18.586249341,40.4,5.5543543998,59.976387249,16.972222222,19.627329192999998,96.978557505,4.5833333333,90.85714285700001
428,13101,Georgia,Echols,64.93202183541044,33.939906898000004,36.3,5.1426110673,24.620770128,12.960235640999999,19.649122807,91.428571429,3.2105263157999997,95.348837209
429,13103,Georgia,Effingham,31.68795275860885,16.896476847,12.3,3.8754051730000003,23.665938022,10.526051601,11.339930463,39.50407883,3.3049289891000004,91.25295508299999
430,13105,Georgia,Elbert,68.31462217186802,21.243000092,30.1,4.7674630124,36.075797553,11.801067715999999,17.477003942,83.311518325,4.8195843427,81.862745098
431,13107,Georgia,Emanuel,78.4031997802726,20.269283802,34.4,5.1446793003,52.653927813,13.788626331,15.927051672000001,88.619575254,5.8865929841,84.444444444
432,13109,Georgia,Evans,73.3194287087582,22.078593588,38.7,6.0770665901,47.881808473,16.820946839,17.974683544,100.0,3.6622583926999996,81.818181818
433,13111,Georgia,Fannin,57.54454629724997,20.827566111,27.2,4.5461968849000005,29.636757276999997,11.089671980999999,13.602015113,60.41313918,3.9439635942,94.312796209
434,13113,Georgia,Fayette,27.35005321522986,12.28606265,7.6,4.0528172441,19.899976739,10.741100158,11.146783099999999,25.368774646,3.4794349813,88.82863340600001
435,13115,Georgia,Floyd,74.3442510385553,22.55818149,32.3,4.8909666871,39.272321429,13.780091848,16.374768617,74.207421971,4.3050097122,92.50457038399999
436,13117,Georgia,Forsyth,22.02338036873005,13.535741904000002,5.4,3.9254079752999997,13.286362975,8.7534763334,10.278195489,15.855191485999999,3.1487191650999997,94.217687075
437,13119,Georgia,Franklin,65.7396916949909,22.775883447,25.5,5.2346201419,37.469586375,14.35870562,15.375302663,56.304112554,3.832682878,91.318327974
438,13121,Georgia,Fulton,65.66501871116145,15.06098708,19.3,5.9376998082000005,42.240603344,16.899292991,18.757222056,56.317892836999995,4.0189001796,85.940612845
439,13123,Georgia,Gilmer,57.95825179386823,26.266263941,30.2,4.2349419954,29.403794038,11.139263415,13.432165319000001,65.432098765,4.2278185457,83.763837638
440,13125,Georgia,Glascock,45.52391252102861,17.708333333,21.2,4.5262741999000005,36.363636364,8.030592734199999,10.407239818999999,58.070500928,4.1698841699,87.878787879
441,13127,Georgia,Glynn,70.79428022110068,20.82307207,26.6,5.1122473134,43.66470683399999,14.876007535,17.716475096,58.95291902100001,3.6693598508,95.185185185
442,13129,Georgia,Gordon,64.60157242421121,25.79377783,26.8,4.3497177681,34.337349398,13.101298701,16.177957533,59.635320252,3.7616546994,95.714285714
443,13131,Georgia,Grady,71.12987949325368,25.440591245,31.1,5.1163695848,46.977205153999996,12.648913805,14.566284779,90.20442930200001,3.8655934107,90.728476821
444,13133,Georgia,Greene,77.0685274830913,22.783539645,35.4,5.914324736,51.125501078999996,16.70859849,18.651685393,68.02050473199999,4.2464969974,89.552238806
445,13135,Georgia,Gwinnett,47.95293027088268,22.501445051999998,12.8,3.9799779632,28.32017462,14.59626343,17.525403681,53.833302395,3.4986659452999995,83.73073567899999
446,13137,Georgia,Habersham,52.14234215676177,22.96415593,20.7,4.5599072534,21.076277955,11.316633677,16.52642208,59.347226479,3.6884188806,92.405063291
447,13139,Georgia,Hall,52.784358155663135,26.962023155,20.2,4.1284410396,30.340001971,11.965811965999999,17.729643,61.11142486,3.1663224657,89.071038251
448,13141,Georgia,Hancock,84.06718851924332,19.244912969,44.7,5.3724647028999994,71.392827356,16.98248123,21.669626998000002,100.0,6.010488099999999,83.333333333
449,13143,Georgia,Haralson,57.45099048992344,18.395168248,23.0,5.3003552589,33.970245041,12.63039188,14.101975195,44.56445993,3.8535337384,95.789473684
450,13145,Georgia,Harris,29.227177532873267,12.448483043,12.8,4.2940094587,24.283952309,8.856615178,9.4444444444,37.438609747,3.4118068833999997,92.35955056200001
451,13147,Georgia,Hart,62.57681875922682,21.848268125,23.6,4.8739976415,32.958590969,14.458086367,16.075886171,61.171853098,3.6212653026,95.12195122
452,13149,Georgia,Heard,54.82627802382669,18.294419134,25.7,4.504145493399999,31.934376192,10.430463576000001,13.058419244000001,65.170132325,3.8786482335000003,90.97222222200001
453,13151,Georgia,Henry,50.99563978439249,15.617400894000001,12.3,3.6267872683999998,35.475604931999996,13.768336562,15.394366197,52.25195200899999,4.1425471922,88.14120242700001
454,13153,Georgia,Houston,55.42108696398531,16.616349527,17.5,4.4260416667,36.364108288000004,12.218490171,14.513747924,58.880976602,3.993048136,87.17586044299999
455,13155,Georgia,Irwin,69.12572527208432,17.790146362,33.3,4.8728869374,45.572139303,9.0939597315,15.701219512,82.227351414,5.5988023952,92.03539823
456,13157,Georgia,Jackson,33.65777457341985,19.024099675,13.2,4.1365408666,23.772501645,9.4287194461,13.994790433,43.147013783,2.9877510483,94.228356336
457,13159,Georgia,Jasper,56.3746695505888,21.155717762000002,23.8,4.158358209,30.308641975,14.948344929000001,16.682832202,63.436853002,3.4652035807,84.939759036
458,13161,Georgia,Jeff Davis,70.12994815806638,23.532152842,30.9,4.9076072988999995,39.296333003,11.286254729000001,14.956855225,76.986913501,4.8708244199,90.366972477
459,13163,Georgia,Jefferson,81.12490129433172,20.176930929,35.2,5.7309795344,47.369826435,16.725647234,16.396242528,100.0,5.3208833556,87.447698745
460,13165,Georgia,Jenkins,81.32145432073335,19.524462734,42.6,5.1734484175999995,53.774509804,16.568047337,23.628691983000003,100.0,5.396132252,80.0
461,13167,Georgia,Johnson,67.86400933841453,19.507946876,32.9,5.734746394,40.744625066,10.003425831,17.350157729,100.0,3.9546660236,93.258426966
462,13169,Georgia,Jones,47.58128197205343,15.595787480999999,20.6,4.3361647908,35.194283162,11.689223058,9.792571152899999,49.334319527,3.6583609391,87.765957447
463,13171,Georgia,Lamar,65.52082260445634,18.051764706,24.3,5.808466804,31.924389604,13.602187286,15.035799523,72.325408618,4.5577728505,86.979166667
464,13173,Georgia,Lanier,76.31922271432005,20.405255659,30.7,7.2939895883000005,42.240726722,18.436109345,19.812583668,95.734870317,4.3953185956,79.365079365
465,13175,Georgia,Laurens,73.95457822638787,18.798780941,34.7,5.666950535800001,49.001033414,12.796842172,13.677639047000001,79.864864865,4.8094652735,85.463258786
466,13177,Georgia,Lee,37.545919593504316,15.997709705,18.0,3.6824035673,27.425227568,10.452201507,11.259259259,42.44771495,3.5606315081999997,87.5
467,13179,Georgia,Liberty,63.562158821711826,15.112998145999999,22.7,3.6379333973000003,40.53453385,15.872588605,17.142230026,67.05069124399999,4.3141678985,84.978540773
468,13181,Georgia,Lincoln,70.92645998558041,19.42268964,25.4,5.6292260225,47.5,16.211000322,13.024602025999998,66.666666667,4.9570756023,84.615384615
469,13183,Georgia,Long,51.13039447934905,20.475382003,23.7,3.8509756519,30.001986886999997,9.5112781955,13.623188405999999,74.044157243,3.9611360239,92.37288135600001
470,13185,Georgia,Lowndes,76.90716517320699,21.63146074,33.4,6.5046286172,40.813479681,16.500418998,17.395126853,71.421985452,4.0698797975,90.33649698
471,13187,Georgia,Lumpkin,54.00144196106704,23.099133782,18.6,4.5665613273000005,29.18984701,15.333211278,17.458907152000002,50.12966805,3.5898049539,90.0
472,13189,Georgia,McDuffie,76.6307893020222,18.650467903,31.3,5.3092041878,58.351608187,14.368482039000002,17.854928704000002,75.893306492,5.5611278279,76.54723127
473,13191,Georgia,McIntosh,69.48535722868816,18.966369931,35.7,5.5846547017,44.038221853,15.391380827,11.911623439000001,85.579710145,3.9903069467,77.19298245600001
474,13193,Georgia,Macon,84.49977683935866,23.391812865,39.2,5.6154394723,54.832572298,17.571661617,21.01210121,99.34306569299999,6.2354681885000005,86.861313869
475,13195,Georgia,Madison,53.73193257115392,21.868945869,24.6,4.4203774968000005,34.760743676,10.759493671,14.975845411,53.834951456000006,3.5283804515,90.419161677
476,13197,Georgia,Marion,66.61774298760601,20.352726536,36.7,4.4356345287,42.839506173000004,8.723747980599999,14.072847682,91.832386364,5.0655021834,92.79279279299999
477,13199,Georgia,Meriwether,78.4907474164864,19.580592105,35.6,5.1610747317,45.806028833999996,14.931763447,18.35839599,100.0,4.9960880742,83.854166667
478,13201,Georgia,Miller,59.96841418615031,19.738072965,31.2,5.3325878174,45.30046225,8.7745098039,16.666666667,90.646766169,3.6971205119,83.333333333
479,13205,Georgia,Mitchell,81.72314347512615,22.24530425,39.6,4.2348546676,56.582354113,14.650194709,19.402985075,98.518924849,5.375832540399999,93.307086614
480,13207,Georgia,Monroe,53.74995708449207,16.280541840999998,18.5,5.7927875244,34.453026765,12.798335887999999,14.911366006,52.67044056100001,3.6724679905,84.821428571
481,13209,Georgia,Montgomery,67.54729288975864,19.725418938,28.9,5.3995646151,29.862579281,11.412268187999999,15.079365079,100.0,5.7120294814,89.285714286
482,13211,Georgia,Morgan,45.31963470319636,18.463281103,20.4,4.5360214026,24.222335543000003,12.179487179,13.909774436,44.642279055,3.5623690306,89.669421488
483,13213,Georgia,Murray,54.81597830191917,25.176862256,22.1,3.7113243414999997,27.940113578000002,8.5652946402,14.931650894,74.610215054,5.3126764097,92.65658747299999
484,13215,Georgia,Muscogee,80.22625055790161,17.088151856,28.4,5.1910360029,48.810066752,18.299995747,19.516678012,77.88141448399999,5.0772487839,89.46890603700001
485,13217,Georgia,Newton,68.44336869571187,18.794567063,22.4,4.5477282951,38.303669368,15.56633027,16.714163579,68.550643537,4.4534569332,86.98099929600001
486,13219,Georgia,Oconee,19.84155594465616,13.959870434,6.9,4.0527725971,17.18718517,8.2213070169,9.641985353899999,17.84516129,2.9562655560000004,94.51327433600001
487,13221,Georgia,Oglethorpe,55.11638685755484,21.565566459,21.4,4.3612010598,30.53968254,13.401091662,13.187772926,62.157136216000005,3.6636720943000003,90.909090909
488,13223,Georgia,Paulding,36.09966697565832,15.519562807,11.7,3.498702306,27.320202213,11.665371162000001,14.425672298,40.564146134,3.4423141126999997,86.345200541
489,13225,Georgia,Peach,73.74171730696605,21.098626717000002,33.2,5.2306315977999995,45.245504841000006,12.489669420999999,16.156547918,87.547997806,5.0961296281,81.297709924
490,13227,Georgia,Pickens,44.02101143269132,20.53986121,19.8,4.1884253519,23.647898493000003,10.636269071000001,13.098901099,51.309496698000004,3.5096978493,95.66787003600001
491,13229,Georgia,Pierce,56.86133141071858,19.782589165,27.4,4.7078276874,39.637952559,9.6016343207,12.239020878,57.818480044,3.8452682477999995,90.842490842
492,13231,Georgia,Pike,37.98966594568614,16.880167166,14.6,4.5316970024000005,17.390283971,11.084086171,16.182572614,40.244265713000004,3.6432160804000002,87.98701298700001
493,13233,Georgia,Polk,71.51526075462628,24.071566334,31.2,4.6280260959,42.605335093,13.946981884000001,17.417619368,85.530177364,4.1896123529,80.487804878
494,13235,Georgia,Pulaski,77.79379956741167,18.887105404,36.6,5.2321484942000005,54.916711445,17.253714915,18.929503915999998,91.43501127,4.2573778423,90.476190476
495,13237,Georgia,Putnam,73.10227623854155,22.068908535,29.5,4.0489389529,41.20649652,14.548714882999999,14.84375,76.208304969,4.9616928128,92.59259259299999
496,13239,Georgia,Quitman,84.4989185291997,21.123218775999998,40.5,4.9798472802,60.80760095,21.688159437,18.579234973,100.0,5.5421686747,95.652173913
497,13241,Georgia,Rabun,65.35087719298248,24.550635686,25.1,4.9297660753,31.934645377,14.160725859000001,16.515837104000003,64.904486895,4.0045121263,94.444444444
498,13243,Georgia,Randolph,81.7248600954441,19.716002185,44.3,4.4144074956,80.0,17.694369973,21.276595745,93.82826475799999,5.865809562100001,83.13253012
499,13245,Georgia,Richmond,81.45535070553095,17.627158882,34.1,5.3435298597,53.194974246,19.382673153,20.677521733,93.90193785,5.148569713500001,78.694638695
500,13247,Georgia,Rockdale,67.92323273938271,18.913186572,22.9,4.2041085271,48.654808724,14.775999464000002,18.303273213,68.245508982,4.3944289694,82.698170732
501,13249,Georgia,Schley,67.15676176743229,18.224143665,24.6,5.639744675299999,37.034035656,15.868263472999999,13.45646438,52.424242424,4.6511627907,97.321428571
502,13251,Georgia,Screven,76.16816012634325,19.223705155,41.2,5.4993345755,49.425675676000004,12.593206297,18.120805369,79.113384484,5.4033771107,81.578947368
503,13253,Georgia,Seminole,77.536306519724,19.882787063,40.1,5.1764945652,50.359314538,14.431295201,13.897280967,94.14114514,5.2906596995,88.34951456299999
504,13255,Georgia,Spalding,76.3604216019501,19.506744353,29.1,4.5183523,50.816603189,17.092762135,21.165175649000002,76.904555523,4.7003607579,85.386819484
505,13257,Georgia,Stephens,62.228344834689466,19.239512295999997,25.6,4.8152036498,24.942992457,12.315325247999999,15.233949946,73.610765014,4.5238963882,89.70588235299999
506,13259,Georgia,Stewart,85.02677927695952,21.035362742,39.8,6.4179252068,67.879548306,18.372379778,18.873239437,100.0,4.6768707483,96.153846154
507,13261,Georgia,Sumter,84.89288289216191,21.335251109,39.5,5.2597367714,59.159977063999996,16.111814728,21.068376068,97.927013604,5.9223908621,88.59060402700001
508,13263,Georgia,Talbot,77.03762831736877,17.231182796,39.5,4.3428869203,59.633027523,13.031496062999999,15.750915750999999,100.0,5.0440917108,95.0
509,13265,Georgia,Taliaferro,73.09025989631613,23.454157783000003,41.8,4.2054401397,53.75,15.625,18.666666667,75.144508671,5.1282051282,0.0
510,13267,Georgia,Tattnall,69.74542520685274,23.39848883,32.7,5.1734272946,45.583173996000006,11.69023569,15.063291139,90.18595041299999,4.1993396616,84.279475983
511,13269,Georgia,Taylor,75.13904624575137,19.013062409,35.5,5.164232789,40.971805639,13.903576982999999,16.172106825,79.787985866,6.537356321799999,73.170731707
512,13271,Georgia,Telfair,66.04782504205721,19.84784676,36.7,4.5577789557,46.778916545,8.6639306886,11.741682975,96.471257826,6.7885714286,79.562043796
513,13273,Georgia,Terrell,77.00415422116936,22.858328148000002,44.5,5.4770716010000005,65.933528837,17.232924694,20.392749245,0.0,6.561393955900001,91.39784946200001
514,13275,Georgia,Thomas,78.3259518659663,19.494105707,30.7,5.1113988179000005,49.95242626100001,17.165595347,19.861030689,74.090230743,4.714918759200001,87.47855917700001
515,13277,Georgia,Tift,72.72032821780479,22.255295285,30.4,5.174683695400001,40.30479246,14.84160989,14.948096885999998,96.33960345700001,4.0130320112,85.26119403
516,13279,Georgia,Toombs,80.15157757407216,23.298497714,40.6,5.4917663136,43.187262223000005,12.556468172,17.493975904000003,91.64103491899999,5.8099623273,90.537084399
517,13281,Georgia,Towns,70.85951179318157,19.230769231,24.0,4.6322406825,39.009497965,18.316166592000002,16.594360087000002,48.79759519,5.4812146166,97.674418605
518,13283,Georgia,Treutlen,63.17162769938545,20.294197766,34.5,4.7564633906000005,33.908045977,9.3427035965,12.572533849000001,94.154118689,5.806213017799999,84.810126582
519,13285,Georgia,Troup,71.86030143852783,18.034599695,27.7,5.5271732448,44.474267708999996,17.893977335,18.826157595,68.095509738,3.6997626258,84.337349398
520,13287,Georgia,Turner,86.65070209771002,23.293556086,42.2,7.7632359981,60.167714885,23.973087819,21.661237785,98.464025869,5.0863422292000005,93.75
521,13289,Georgia,Twiggs,80.21509252583515,20.523096393,33.0,6.3678112314,53.070175438999996,13.558692422,15.424610052,91.666666667,5.8803418803,95.652173913
522,13291,Georgia,Union,54.86661860129776,21.470215463,24.4,4.8018056069,36.967586392,10.465393795,10.366197182999999,54.214360041999996,3.6444702918000003,97.448979592
523,13293,Georgia,Upson,73.8138153603186,16.812028118,32.7,5.2552912789,42.842842843,14.215952252000001,15.525793650999999,80.072289157,4.4040084388,87.08708708700001
524,13295,Georgia,Walker,59.88687472104918,18.366437169,22.2,4.558840765,34.283640203000004,12.422665629,14.698983580999998,67.269671807,3.8694773318,89.65517241399999
525,13297,Georgia,Walton,52.22302331170392,16.698427823,17.9,4.1864283248000005,36.439297195,13.437757626,15.773710483,48.359828413,3.5526490213,88.517179024
526,13299,Georgia,Ware,73.95715315686478,19.581255195,35.6,5.0787688764,52.568047336999996,13.254113345999999,15.70964247,90.104336485,3.9371085261000003,89.65517241399999
527,13301,Georgia,Warren,80.79016033233768,18.713066316,41.7,5.443394662699999,66.90328305199999,17.908438061,19.274376417,100.0,4.9854439592,87.878787879
528,13303,Georgia,Washington,83.63803343976379,18.854568855,39.6,5.7571566865,56.024096386000004,17.270318020999998,17.818428184000002,86.52916532399999,5.0020958502,95.19230769200001
529,13305,Georgia,Wayne,64.11834380471726,18.224990749,28.7,5.5563005201,34.921074495,10.163282395,13.529705442000001,75.97330367100001,4.6499385857,90.830945559
530,13307,Georgia,Webster,68.10261956260514,18.875502007999998,34.4,5.498894988200001,42.88,9.801980197999999,13.658536585,75.58139534899999,6.2937062937,85.714285714
531,13309,Georgia,Wheeler,53.50705530950665,19.472616633,36.7,4.6302772527,26.711309524,9.494451294700001,9.6852300242,43.8,7.3652694611000005,84.126984127
532,13311,Georgia,White,45.06214165550864,20.403587444,23.1,3.6779154907,25.328492393,11.358916479000001,16.341352700999998,54.389155232,3.0491212817,88.28451882799999
533,13313,Georgia,Whitfield,55.00051498609538,28.815202637,19.5,4.0989329839,27.885891199,10.436677467,17.27703576,71.385657067,4.7485416298,80.0
534,13315,Georgia,Wilcox,69.26820475847153,20.636193531,35.3,5.0691712146,41.632170313,9.2177589852,12.962962962999999,94.092827004,5.2258305338,93.684210526
535,13317,Georgia,Wilkes,75.88062622309198,21.428571429,32.3,4.8854820125,55.430528376000005,16.540722082000002,17.86163522,94.166666667,4.5746594706,80.46875
536,13319,Georgia,Wilkinson,69.28708758196863,16.187329965,39.3,5.406573464199999,45.827303425,10.447239693,13.201820941,93.40974212,4.4351682755,91.818181818
537,13321,Georgia,Worth,66.60057678442682,20.911282947,33.6,4.1428709242,52.415660142,11.527526493,12.825396825,91.806786915,4.399912873,76.890756303
538,15001,Hawaii,Hawaii,56.247639647062854,7.688788370599999,22.5,5.3763301564,37.137997717,16.018064315,24.063847491999997,63.334669047,2.9877881825,78.928542592
539,15003,Hawaii,Honolulu,36.040443574690144,4.9030716301999995,9.8,4.1409661757,26.413792443000002,19.562554158,27.496365691999998,43.225503599,2.3351598154,84.241404795
540,15007,Hawaii,Kauai,39.40587770796854,5.748707489400001,11.9,4.4170102755,32.536529095,16.18315602,24.275523852,47.585227273,2.512465374,88.269835466
541,15009,Hawaii,Maui,38.80076904590243,6.301405285,10.5,4.2567628562,32.962521153000004,18.082633833,29.514887301999998,48.208469055,2.4484251831,80.07368941600001
542,16001,Idaho,Ada,30.432244996051782,11.067353765,10.2,4.478031898899999,23.753214315,12.261560249,14.021197007,31.258879999999998,2.4598711788,84.494806421
543,16003,Idaho,Adams,48.711676451402475,16.998191682,24.1,3.6812764831,33.923705722,8.0996884735,12.084592145,51.700680272,5.4587688734,92.59259259299999
544,16005,Idaho,Bannock,37.90040168915439,14.079879180999999,15.5,4.4990504424,23.331248325,12.018080298,15.595727197999999,45.342906991999996,2.7323321979000004,89.58139534899999
545,16007,Idaho,Bear Lake,23.628420365983448,13.280507132,14.4,4.2661641845,17.635903919,9.5878136201,10.855949895999998,46.869712352,2.8924162257,78.217821782
546,16009,Idaho,Benewah,48.781199574278155,17.511429139,22.8,3.9584073772000004,30.457578645999998,9.7269100951,15.04178273,57.557706626999995,4.6257149963,82.716049383
547,16011,Idaho,Bingham,29.67264050537302,19.955138989,15.9,4.1268958324,24.629707998,7.9883300917,12.474507138,50.497893526999995,2.7101083187,89.568845619
548,16013,Idaho,Blaine,44.21756445909294,21.18245587,8.1,4.5981384926999995,39.431863329,16.228127025,19.058553387,35.295766751,2.3614379615,85.542168675
549,16015,Idaho,Boise,46.88347581281972,15.74895007,19.4,4.2935481279,30.913539967,11.750841751,13.522537563,46.437054632,4.235506158,88.888888889
550,16017,Idaho,Bonner,47.412194870738496,16.105237276,17.7,4.4305980664,25.05794803,14.068284657000001,19.170075979,40.878644602,4.0948495665,83.561643836
551,16019,Idaho,Bonneville,25.655748961444715,12.982872859,13.2,4.0620104688,20.975889782,10.675313176,13.166397415,40.153494448000004,2.3933722001,78.726035869
552,16021,Idaho,Boundary,45.00892642565318,22.092666461999997,22.3,3.7245929889999996,20.180383315,11.106084595999999,16.837315131,52.964690207,4.4373111782,77.95275590600001
553,16025,Idaho,Camas,36.967418546365906,21.087314662,15.2,4.9831181173,20.36199095,16.41337386,18.421052632000002,42.207792208,2.3188405797,0.0
554,16027,Idaho,Canyon,40.319119717100975,19.927750410999998,15.2,3.7440325037999997,25.972592063,11.03812525,15.896061350999998,59.099885413,3.0785340314,80.369950925
555,16029,Idaho,Caribou,17.964431627012733,12.027674295,11.5,4.054948391,12.034239677999999,8.145161290299999,9.784735812100001,36.659589526,2.8191072826999997,90.990990991
556,16031,Idaho,Cassia,30.857966834895464,21.759259259,17.1,3.8793984833999997,22.419460881,9.492364837,12.508101102000001,50.298750678999994,2.2297872340000002,85.37735849100001
557,16035,Idaho,Clearwater,46.71782195214062,15.069135224000002,23.2,3.8558211257,26.671358198000004,9.5483133219,9.5367847411,60.481712756,6.735042735,80.555555556
558,16037,Idaho,Custer,40.21783911834381,16.149068322999998,23.2,5.2566427402,20.985915493,8.993710691799999,10.833333332999999,40.344827586,4.0182648402,93.023255814
559,16039,Idaho,Elmore,37.36395783980499,17.284419946,20.1,3.9423807318,28.685318893,9.312365094,14.292980670999999,49.819494585,3.2585844429,82.919254658
560,16041,Idaho,Franklin,16.942184227692522,16.338964276,12.0,3.2361065867,10.995002272,7.7621208503,12.781065089,43.359611886,2.1387283237,84.150943396
561,16043,Idaho,Fremont,27.19384076629931,18.015482055,22.2,3.5669201953,14.803892657,7.9104121992,13.66181411,50.324675325,2.4289937025999997,86.554621849
562,16045,Idaho,Gem,50.38108971057781,17.973372781,20.1,3.9720461563,38.387178835,13.559052615,15.274463007,52.959747435,3.4270974082,80.952380952
563,16047,Idaho,Gooding,35.273972602739725,26.132912161,19.6,3.4869784143,30.376344086,7.9355840124,18.630136986,60.907715582,2.4059222702,78.733031674
564,16049,Idaho,Idaho,49.210354653757676,19.285541878,21.7,4.0500974116,14.546016059000001,14.420880914000001,15.128006205999998,47.088465845,4.6840958606,84.920634921
565,16051,Idaho,Jefferson,17.246026023964017,17.422620205999998,11.0,3.1923745057999997,14.592854175,8.0818965517,11.840490798,40.287068004,2.2612692763999998,89.74358974399999
566,16053,Idaho,Jerome,41.62375115871871,27.944096533000003,17.5,4.0677596581,27.523441809,11.115591398,16.219751472000002,62.576299726,2.5411686032,78.827361564
567,16055,Idaho,Kootenai,40.430700037765654,12.704552863,12.6,3.9156345292,30.605536821999998,12.655439975999998,15.625273092999999,37.836521431,3.4719989713,88.194444444
568,16057,Idaho,Latah,34.974422357263016,11.184618565,10.2,5.1922076514999995,22.683662281,17.304382365,19.513797635,31.93541623,2.4571964277,86.984126984
569,16059,Idaho,Lemhi,49.080749819754885,15.115413254000002,22.9,3.9286999435000003,21.144452198,14.242515875,17.297297297,50.495049505,4.4716604956,77.464788732
570,16063,Idaho,Lincoln,40.395509321248326,22.826451829,20.2,3.7281945441000004,23.133867983000002,9.2409240924,13.793103448,64.58557588800001,3.3601168736,91.04477611899999
571,16065,Idaho,Madison,40.946544443300034,11.089873770999999,16.4,6.012350243999999,8.5801063022,24.134633773,30.447193149,38.035482475,1.7252514069999998,90.82217973200001
572,16067,Idaho,Minidoka,35.052528581728296,23.551106428,15.9,4.129280029599999,33.367750817,6.9760696157,10.468319559,99.29245283,2.5201704287999998,76.802507837
573,16069,Idaho,Nez Perce,33.12819720534212,13.117692242,15.1,4.0342699907999995,36.828644501,9.963654593300001,13.085271318,38.745526464,2.7502018715,84.183673469
574,16071,Idaho,Oneida,24.81546331582381,15.455746367,14.9,3.4580472147,17.80929866,11.051930759000001,16.129032258,25.067385445,2.1804189825,88.571428571
575,16073,Idaho,Owyhee,51.50032615786039,29.545101692,22.2,4.1607216072,29.110512129,10.036687631,16.953316952999998,64.778534923,3.5976505139999997,93.58974359
576,16075,Idaho,Payette,35.53060734026848,18.606293650999998,16.1,4.1749425387,21.889176928,8.0340485075,16.168395363,52.69266481,3.5804074556,86.809815951
577,16077,Idaho,Power,27.51999862670374,23.248882265,19.4,3.1873240538,13.017241379000001,3.3319621555000003,12.373225152,60.650705955,2.8850855745999997,87.17948717899999
578,16079,Idaho,Shoshone,54.82112816287295,16.82733201,24.6,3.9635951172,34.402924452,9.3308199811,14.575971731,52.966360856,5.7419100237,93.98496240600001
579,16081,Idaho,Teton,16.37655783293851,20.069541029,10.9,3.6413720353,16.980486135,7.49512399,10.738255034000002,37.098560354,2.2475417512,88.976377953
580,16083,Idaho,Twin Falls,36.188072922031104,18.427554439,16.9,3.9984120172,23.138458876999998,11.298977422,15.102739726,47.88880634,2.6897685719,79.63800905
581,16085,Idaho,Valley,39.82988292649432,13.784092765,13.9,3.8247031546,26.617179215,14.315291334000001,19.593613933,31.545518701,3.7643515904,87.058823529
582,16087,Idaho,Washington,61.08850894359187,20.91152815,22.5,4.0396504642,39.256727894,13.646937193,17.503217503,53.949579832,4.1450777202,89.79591836700001
583,17001,Illinois,Adams,39.36553713049749,6.4146009553,15.9,4.2255357997,31.398809524,9.8169654602,10.994860499000001,53.601993283999995,3.8822849845999996,91.510770381
584,17003,Illinois,Alexander,77.76976688296081,8.246527777799999,44.5,4.2755620985,56.081946223,15.521064302000001,17.554240631,91.54589372,7.9424059452,92.547115385
585,17005,Illinois,Bond,35.35722868815876,7.9141515761,18.3,4.4430734482,23.226616446999998,7.4945751961000004,13.636363635999999,46.548672566,4.3763400177,91.731825273
